PetID,AdoptionSpeed,bert_prob_0,bert_prob_1,bert_prob_2,bert_prob_3,bert_prob_4
81d97fa9f,3,0.010222398,0.07427704,0.37577975,0.5142214,0.025499418
fb3bd80d1,1,0.031483077,0.22778016,0.23277412,0.21474262,0.29322004
4d999ee22,4,0.031886764,0.20702566,0.21962036,0.17875507,0.36271214
0637293ec,1,0.026664855,0.26780882,0.2818748,0.24217972,0.18147178
7ead795bb,2,0.015212571,0.25347143,0.37101278,0.26720002,0.09310325
fcd21f3ec,2,0.018852798,0.14306502,0.20214593,0.23864223,0.39729398
76d5726c4,1,0.021700112,0.19519725,0.20643464,0.25832048,0.31834748
86afe98e6,4,0.027164856,0.24247794,0.19659531,0.23430504,0.2994568
92b89a666,4,0.008166983,0.056731567,0.35130858,0.5515664,0.03222646
da327c74b,4,0.023506032,0.19760038,0.32202885,0.28954494,0.16731977
10a6c97d5,2,0.01484378,0.16364923,0.17961311,0.23868527,0.40320864
df39a5468,2,0.04168438,0.28056145,0.25394234,0.21803802,0.20577379
37f127385,2,0.029817985,0.21831252,0.2294345,0.21862103,0.3038139
20559d623,3,0.00991174,0.07063654,0.3699989,0.5242407,0.0252121
2e1d3ae52,4,0.044953343,0.293951,0.17424041,0.1519877,0.33486757
3b0b2a86a,1,0.04146703,0.31047902,0.28749046,0.20476276,0.15580074
184ea777b,3,0.010216221,0.10478234,0.17979947,0.25686193,0.4483401
0636650db,1,0.026158005,0.2940699,0.33949128,0.24497518,0.09530568
d8128cefd,4,0.03129407,0.28899515,0.22970214,0.24913463,0.20087397
dd7ad37e7,1,0.036058452,0.29068848,0.30910096,0.23107067,0.13308145
6c3a05812,3,0.011347738,0.09690313,0.38961136,0.47444355,0.027694218
1171c9a41,4,0.02020075,0.18739058,0.18051301,0.2540374,0.35785824
67dbd5ed9,1,0.029776184,0.2366138,0.2426286,0.22179875,0.26918262
a6e902691,4,0.00467112,0.048145607,0.08757086,0.13452637,0.72508603
a6423eca8,1,0.041954197,0.2879598,0.28755555,0.21854398,0.16398652
2cea63a41,1,0.010047175,0.2144839,0.3715077,0.3775035,0.026457768
27104e464,4,0.007894038,0.066377245,0.10733731,0.15538807,0.66300327
da8a47785,1,0.021506518,0.23904791,0.29271472,0.24188559,0.2048453
3e2cc2690,2,0.013325267,0.17980936,0.2734951,0.35985738,0.17351286
c5072890c,4,0.042732596,0.2643805,0.16352482,0.15207902,0.37728298
cdb855a69,3,0.02662502,0.269067,0.2758427,0.2509909,0.17747441
6f93a41c5,4,0.008188867,0.083817534,0.11400718,0.17806901,0.61591744
dc56ff89a,1,0.026717193,0.24566285,0.25496346,0.2593871,0.21326943
2b3ec0f96,3,0.027212234,0.27984148,0.33381528,0.23296061,0.12617041
a9bfec3ba,4,0.021061841,0.22533022,0.29577526,0.28834015,0.16949245
bb4c6519d,4,0.005613261,0.03369151,0.035033602,0.04271745,0.8829443
700a93465,2,0.0440398,0.31015167,0.24533816,0.19151068,0.2089597
e0238b8c2,4,0.019633235,0.14789908,0.14441477,0.13772294,0.55033004
6e3457b81,3,0.03303907,0.24388257,0.2349422,0.19713189,0.29100427
06f523361,1,0.015643287,0.16701157,0.23638694,0.31309447,0.26786378
8dfe4da6a,4,0.009981796,0.15118025,0.31339574,0.40302053,0.12242164
782eb0d9d,3,0.05854549,0.32612312,0.29135278,0.19593672,0.12804191
157e3e074,2,0.054444924,0.3122916,0.298775,0.18305543,0.1514331
eb8aeff64,3,0.022326315,0.2957921,0.37344033,0.2269734,0.0814678
e9e06e3f6,2,0.03886854,0.30076796,0.17366518,0.1573634,0.32933497
b5aa169b4,4,0.020455303,0.1538475,0.21110734,0.23106422,0.38352564
445c703ff,2,0.051316936,0.29705158,0.2661673,0.17599069,0.20947355
b9d6b1488,2,0.007995059,0.1297059,0.37813932,0.41227025,0.07188946
1ffb40e20,1,0.018943507,0.29255694,0.21302854,0.2417506,0.2337204
c0fe34d97,3,0.010236536,0.24410698,0.3755108,0.33998692,0.03015874
f91147e5f,4,0.018425684,0.17684135,0.22367026,0.28107318,0.29998952
0e4049f6d,2,0.008264593,0.13310537,0.43013102,0.39958847,0.02891047
daf1a8d08,4,0.036725894,0.1717812,0.2173973,0.16838236,0.40571323
30908fb77,1,0.04092283,0.21307038,0.2063442,0.17160046,0.36806217
beb3a6da0,1,0.02122279,0.23722087,0.21053414,0.24405259,0.2869696
24d9b76ae,4,0.017805323,0.23411353,0.18986864,0.1764529,0.38175964
c8fc0d746,2,0.06539609,0.27130556,0.24674703,0.17589907,0.24065223
fbaec0999,1,0.030912537,0.34556755,0.33855912,0.199018,0.08594284
f253bd6aa,2,0.021106418,0.3183214,0.36917245,0.2136796,0.07772015
21493e6ea,4,0.03944419,0.27663976,0.2610445,0.22160205,0.20126946
3304185a1,4,0.0060187695,0.06637888,0.09137871,0.12783754,0.7083861
8b63e1b21,2,0.014813695,0.2262859,0.34457907,0.290569,0.12375235
d9033fea0,3,0.030145276,0.3306958,0.25202087,0.22288558,0.16425242
80f8877f8,2,0.022081217,0.2878214,0.36242905,0.24217129,0.085497014
58fe1756c,2,0.025755236,0.2817626,0.35488918,0.22963619,0.10795683
71c3f9254,1,0.030682756,0.33410242,0.31251428,0.21364747,0.10905309
76e071fcb,2,0.025482753,0.2520035,0.22127661,0.23864985,0.2625873
71ad8e81d,3,0.033250187,0.36325958,0.29325756,0.18494466,0.12528796
5bda8f113,3,0.029119642,0.29678887,0.27266628,0.23217347,0.16925171
943e9242f,1,0.02651069,0.35136303,0.32468674,0.18781841,0.10962113
ae524a36a,2,0.017713744,0.25577125,0.34463683,0.2881317,0.09374646
a0ece637e,4,0.022187674,0.22980095,0.18902154,0.23022003,0.32876977
c9646e275,3,0.016165372,0.28264242,0.37837258,0.24170214,0.08111756
7d2fe6bb6,4,0.035981096,0.34810767,0.29424623,0.18754141,0.13412364
6f85ce1a9,3,0.028300345,0.29061735,0.28070533,0.21357894,0.18679807
9c263fbc4,4,0.019483216,0.15254824,0.19201313,0.22293746,0.41301802
a0cc9df12,2,0.03227316,0.27906135,0.2635986,0.2355837,0.1894832
e825b8b9f,4,0.020701788,0.20878184,0.23384549,0.29477537,0.24189548
4137d96a2,2,0.021109955,0.1984025,0.17013924,0.22455302,0.3857953
59d4947b6,4,0.01688855,0.25297943,0.29311356,0.29110324,0.14591524
99ba1c605,4,0.029988859,0.26146004,0.2618512,0.21172816,0.2349717
d83aa1f02,0,0.02047232,0.1677691,0.17932755,0.23820168,0.3942293
53bcfd67d,1,0.02874688,0.3025585,0.27686858,0.22171716,0.17010884
855de7c89,3,0.0117660565,0.07353268,0.10681454,0.109723724,0.69816303
137916924,4,0.010702437,0.14597389,0.15607,0.1972936,0.48996016
f0885aa00,2,0.013077925,0.24432155,0.40657738,0.28161994,0.0544032
c7901e98d,4,0.05051349,0.27522454,0.29491475,0.2332511,0.14609616
5afe2ebbc,4,0.04005721,0.33032748,0.29275477,0.1973564,0.13950416
747359fcb,3,0.014952307,0.2658827,0.3427005,0.27271047,0.103753984
f62e604d6,3,0.026429374,0.21091199,0.19939435,0.22409901,0.3391653
4a8caef08,4,0.009531858,0.16766985,0.29218695,0.4064857,0.12412569
dfa8ac290,4,0.020485519,0.20735969,0.17666847,0.25225922,0.34322712
a22c43e29,4,0.00865211,0.11390456,0.15521716,0.23929779,0.48292834
d8fceeb86,2,0.031199176,0.1864056,0.21268214,0.20299861,0.3667145
bd5ac00df,2,0.011944295,0.110837415,0.17106858,0.25570557,0.4504442
2db6c996b,3,0.012273813,0.17202666,0.3857108,0.35971722,0.07027156
e79f310db,2,0.013875962,0.28723896,0.3742941,0.27997187,0.044619147
f7af4ce3d,2,0.014447908,0.1251657,0.19629157,0.25506762,0.40902728
102482c40,4,0.039736215,0.21800141,0.20058267,0.16933969,0.37233996
c6556750a,3,0.009407984,0.06933012,0.31581795,0.54267234,0.06277165
303ecdb58,3,0.0050437655,0.096311204,0.28295505,0.4927608,0.12292924
4463deb9a,3,0.027604572,0.31931195,0.30835402,0.20345989,0.14126953
f195c540d,4,0.025031062,0.24047907,0.31454638,0.24966684,0.17027667
d33c9174f,3,0.026112106,0.28801626,0.21214066,0.2152181,0.25851285
3e4f81782,2,0.016813522,0.2672746,0.33730146,0.26277792,0.11583244
4e00cd0ac,4,0.024816195,0.25088313,0.26949424,0.28632158,0.16848485
b5033c917,4,0.05178528,0.31646052,0.15641959,0.1431488,0.33218578
f3b4e3f5c,4,0.021123813,0.2159892,0.24940914,0.29722556,0.21625225
dd8817ccb,2,0.044636514,0.27436596,0.27563816,0.20667341,0.19868597
8415aff49,2,0.026538776,0.21192123,0.18832704,0.20734066,0.3658723
c135c6b15,4,0.0090586655,0.06779234,0.1323052,0.19581254,0.59503126
133cc5f19,3,0.0324153,0.28385234,0.23984934,0.22760877,0.21627425
4298e4c15,1,0.05194487,0.30969647,0.25387168,0.17811814,0.20636886
7a54b760e,2,0.0128542185,0.17543584,0.16811718,0.273979,0.3696137
7be394a98,2,0.009334687,0.177503,0.18103978,0.28335223,0.3487703
3613869b2,2,0.045093425,0.3177077,0.26756042,0.20499985,0.16463862
05935bf08,4,0.03137205,0.3260905,0.27745193,0.19315326,0.17193224
fb0180584,1,0.047783773,0.35392585,0.28280088,0.17028193,0.14520755
281e2d7e8,3,0.00991625,0.11358351,0.26085612,0.38233593,0.23330814
b2a23ac85,4,0.020713229,0.18015336,0.2711784,0.29828018,0.2296748
99558ec92,2,0.013184661,0.116882995,0.34948984,0.42269266,0.09774987
056cc22d2,4,0.024256926,0.27546176,0.2122571,0.22763531,0.26038888
204a3b926,4,0.014635508,0.20180857,0.23838584,0.31455806,0.23061204
640e18ef0,3,0.021611834,0.16546075,0.23622482,0.24612845,0.33057418
ab8386c6d,4,0.054579373,0.2110842,0.22269194,0.18526502,0.3263795
4f5f178e6,1,0.034721553,0.27826887,0.28600872,0.20601082,0.19499005
9c580ca06,4,0.015366197,0.2129835,0.24223346,0.31284213,0.21657471
515462e67,2,0.044554397,0.24104394,0.26681674,0.2171032,0.23048174
35f9818a7,4,0.042216532,0.21439163,0.20243078,0.18580367,0.35515735
e80386a28,3,0.08246621,0.25642884,0.2573358,0.18653451,0.21723466
1b932e373,1,0.045204677,0.27336717,0.23936275,0.19796145,0.24410394
59e24567e,4,0.027088504,0.20038643,0.26227662,0.26489475,0.24535368
050277142,2,0.03281046,0.19422098,0.28376472,0.28154314,0.20766072
69262e404,2,0.024157342,0.29044217,0.2645822,0.22151224,0.19930607
151d50f53,2,0.015964188,0.2811881,0.32599705,0.26830858,0.108542114
b82317efb,1,0.0277127,0.2708875,0.24576573,0.22916861,0.22646546
88ac92eed,2,0.008826785,0.08028017,0.37208098,0.49882966,0.039982367
3a0e3b527,2,0.038905878,0.31716934,0.2568188,0.19094433,0.19616164
04e7d89c0,3,0.0137128215,0.20756263,0.22155263,0.32001644,0.23715548
ba58bb1a4,4,0.038234666,0.30517444,0.23976688,0.1978979,0.21892612
85b57bb1e,4,0.010779256,0.088652626,0.12707074,0.15760882,0.6158886
f03979157,0,0.031884413,0.3086634,0.28650793,0.22941694,0.14352739
97db95d21,4,0.027421042,0.21874215,0.22403933,0.23228699,0.2975105
e42dc215d,0,0.010665226,0.14823219,0.31595504,0.43787432,0.08727323
cb5597fb1,1,0.006979615,0.12857069,0.3602515,0.4363023,0.06789585
1a3a45096,2,0.022338621,0.19418359,0.24323344,0.23788042,0.30236393
90a967a14,4,0.047138624,0.2934774,0.24353178,0.18482265,0.23102957
e93afb8ff,4,0.04302557,0.26555184,0.25365257,0.1785282,0.25924182
67e7da152,3,0.012141197,0.09327317,0.40386492,0.46559912,0.025121596
6f2721c52,4,0.039026596,0.28666046,0.25901023,0.199391,0.21591173
86d203b94,3,0.011193167,0.07978033,0.37222588,0.51121116,0.025589438
b1da9f428,4,0.019122219,0.12150803,0.16469355,0.22477424,0.46990192
69c8c9463,3,0.00841284,0.097635604,0.12330111,0.25007212,0.52057827
aefafcc66,4,0.017689653,0.1407239,0.20267569,0.27448893,0.3644218
e99c4a55d,1,0.03340715,0.34893462,0.3074962,0.20289837,0.10726372
24afd5f54,2,0.011529526,0.22303526,0.42341524,0.28375968,0.05826028
abe8790ba,2,0.03311478,0.34337032,0.32137206,0.19623207,0.105910785
5419155f2,2,0.02655801,0.23902792,0.27156702,0.269614,0.193233
e152df77a,1,0.033324774,0.23119281,0.28072554,0.23966728,0.21508959
46b603304,2,0.042255037,0.23247589,0.23819384,0.17399414,0.3130811
066521b34,3,0.0086880075,0.12567571,0.20462689,0.3625088,0.29850063
1d6944a82,1,0.028868385,0.2270772,0.24941769,0.22758657,0.26705015
492fe3371,2,0.030096868,0.2852033,0.2896518,0.23146817,0.16357985
3de6bc035,1,0.04683354,0.3005849,0.22725222,0.17834958,0.24697973
235572f38,1,0.03735366,0.23259486,0.28329355,0.26377743,0.18298045
0f796d3f9,1,0.032575052,0.33077103,0.29455099,0.18176958,0.16033334
b2056e185,4,0.0046842247,0.04706233,0.089510486,0.14051186,0.7182311
400e57095,3,0.0283301,0.3072352,0.3404341,0.20876233,0.11523822
d6a2a2e37,4,0.026927391,0.31531867,0.3187491,0.21532588,0.12367897
c9a00b80f,2,0.011343666,0.11459872,0.17212404,0.22041847,0.48151514
8e77a97ac,2,0.030459775,0.23064071,0.27214622,0.27011007,0.19664322
ee590e762,1,0.028543621,0.20439784,0.20692289,0.19466852,0.3654671
5980b0699,2,0.033147424,0.28188735,0.3192002,0.2557968,0.10996823
2c007007f,1,0.022449141,0.27751768,0.35337713,0.23430103,0.112355
e8ec1a562,1,0.012493373,0.17092423,0.1940017,0.3053485,0.31723216
ff10041de,3,0.018772827,0.1604148,0.18684098,0.19906361,0.43490776
a7eb03730,2,0.010452496,0.08697164,0.16224018,0.22522493,0.51511073
25c1c662b,1,0.046925075,0.30102846,0.27337864,0.18075575,0.1979121
5df70cb5a,2,0.013423099,0.2179004,0.38987488,0.28948778,0.08931388
62e2e9071,4,0.02255967,0.21192692,0.26176944,0.26671046,0.23703353
6eb8a8e8e,4,0.053666126,0.24907659,0.24135944,0.18327963,0.27261817
a9bcc4196,1,0.04166693,0.33361527,0.20572418,0.16973099,0.2492626
b16afc5dc,2,0.045858897,0.3253396,0.26937026,0.20300221,0.15642904
5685ae208,4,0.03419877,0.29640567,0.30135944,0.19958773,0.16844842
c5f20f40f,2,0.012054476,0.1722479,0.41672072,0.33277884,0.06619811
28ec2de89,2,0.010047175,0.2144839,0.3715077,0.3775035,0.026457768
d50b449f0,1,0.028912073,0.34245217,0.29818982,0.19187516,0.13857082
85094deda,4,0.012226357,0.112783276,0.17765729,0.24021162,0.45712143
61dc8345a,4,0.027695501,0.19861102,0.19899444,0.18811345,0.38658562
125522846,1,0.0069177104,0.15262245,0.2907496,0.43196726,0.117742956
9ebf6e448,1,0.013875962,0.28723896,0.3742941,0.27997187,0.044619147
db03ddc32,4,0.013163598,0.17266242,0.21033603,0.27591604,0.3279219
5bc5b43ae,4,0.032364737,0.20698404,0.21265504,0.2172756,0.3307205
f5257c5e4,3,0.020400526,0.25930673,0.23061933,0.2589081,0.23076533
ae38b9254,3,0.020756567,0.30945045,0.36989865,0.22551337,0.07438098
cf49e1549,4,0.03687848,0.32414043,0.26264203,0.20730846,0.16903058
f77452d59,2,0.014364186,0.25636375,0.3764595,0.26992583,0.08288672
33ddc2011,4,0.021824295,0.20577195,0.2612672,0.27062365,0.24051294
1f949d065,3,0.014838462,0.13405293,0.17767079,0.2228738,0.45056403
2430b50b4,3,0.01678763,0.24887778,0.32449216,0.2977129,0.11212958
f90f6ca1a,2,0.018229127,0.17917068,0.20446728,0.24559832,0.3525346
4544aecf7,4,0.0146806,0.12600476,0.17205049,0.20025699,0.4870071
16472756f,1,0.037011955,0.21511947,0.21861815,0.18553783,0.34371257
de35c9f48,4,0.01435811,0.11534188,0.18573648,0.22023863,0.46432495
66f6cd1cb,4,0.0052355085,0.034219217,0.042946268,0.04806986,0.86952907
51c99e8fb,4,0.051962685,0.34940365,0.21639402,0.16416396,0.21807568
2f0e90bdd,3,0.016883062,0.18066986,0.19824563,0.25995186,0.34424964
f024e91b9,3,0.026654938,0.2766169,0.29263976,0.2411896,0.16289882
19e701fea,2,0.034993973,0.351563,0.26893312,0.19531424,0.1491957
c842fa148,1,0.019797621,0.2408826,0.27177855,0.27220383,0.19533736
04e829d49,4,0.03303376,0.26899347,0.28655806,0.2201409,0.19127381
37fb97f8b,2,0.02976104,0.29706353,0.28120807,0.23321344,0.15875387
5a7207717,2,0.011476752,0.14658883,0.19326794,0.3357844,0.3128821
1ca9db40b,4,0.0053639514,0.06031223,0.09615179,0.14804949,0.69012254
7f51a7e88,4,0.008588537,0.09043438,0.13805825,0.21116686,0.5517519
c4e0d125b,4,0.008605304,0.077606626,0.12125166,0.16090666,0.63162977
ea7ec0562,4,0.02728082,0.2460932,0.31874815,0.26546583,0.14241199
2c1c1b557,4,0.028650425,0.32306173,0.2996171,0.21820915,0.1304616
d473d632a,2,0.04629973,0.2626145,0.23446822,0.19130787,0.26530966
733f9942b,3,0.0060139564,0.065938205,0.13272686,0.26510793,0.53021306
6ea58b8ac,4,0.011541818,0.1063676,0.15175089,0.23028742,0.5000523
bedd7f1e7,4,0.012995138,0.12644202,0.15623908,0.23060349,0.47372037
b551658f4,2,0.029522263,0.169099,0.18957481,0.20945293,0.402351
b2c120250,2,0.009633027,0.12129433,0.18083161,0.281996,0.406245
390689a38,0,0.027392626,0.339841,0.34786487,0.1891166,0.09578489
19caeb6b5,3,0.015851466,0.23210834,0.34253645,0.2808328,0.12867102
d919bd302,4,0.0046485025,0.047768243,0.089098215,0.13872705,0.719758
e2b5913e7,4,0.008574754,0.084451206,0.12200816,0.20182623,0.5831397
6a8ce175d,3,0.037031922,0.3049694,0.2718526,0.19462602,0.19152005
e19ee42ce,1,0.014989514,0.1767468,0.19665127,0.25137082,0.3602416
72b0f5c4d,2,0.033531003,0.31315288,0.30811027,0.20070913,0.14449672
3625dd7cf,4,0.013488039,0.17263517,0.2701161,0.35229632,0.19146438
dcf2641f2,3,0.009930712,0.16013741,0.27999938,0.39710787,0.15282464
10a3c8b71,2,0.017898498,0.29146037,0.3514725,0.24650031,0.0926683
6da65afb8,3,0.0057036076,0.09725444,0.3259415,0.49118122,0.07991921
54224dada,4,0.016147694,0.1226928,0.18557599,0.2126727,0.4629109
25b3328fd,4,0.049359776,0.19655515,0.22372547,0.20211364,0.32824603
9668972cc,3,0.04614487,0.24376921,0.23311988,0.21682297,0.26014307
b8dd18a5a,4,0.021755297,0.20273134,0.2511112,0.2836737,0.2407285
ce2004c9e,4,0.017115952,0.13511187,0.1761691,0.23902287,0.4325802
8a99dadaf,3,0.013829173,0.18884511,0.35353792,0.34916314,0.09462465
a1c1dbf8a,1,0.009719364,0.18925324,0.23106374,0.36155543,0.2084082
c924a03e8,4,0.019996349,0.24545866,0.27458557,0.3029086,0.15705085
c1a3e3aa1,1,0.030468412,0.34204307,0.294386,0.19927709,0.13382542
dcdefed1a,3,0.010047175,0.2144839,0.3715077,0.3775035,0.026457768
894da0f10,3,0.046258997,0.32915622,0.16883767,0.15329914,0.30244806
fd9375e71,2,0.022480695,0.17306088,0.29408342,0.3096496,0.20072538
7e29d5a9d,4,0.016678844,0.16205263,0.29337892,0.2992675,0.22862211
24ee3b57d,2,0.019646607,0.2570739,0.3879671,0.25236696,0.08294546
943bcd4db,4,0.030313702,0.21877423,0.23826087,0.22104968,0.29160154
c06b6d8bf,4,0.017369198,0.114000455,0.18174398,0.19672927,0.49015713
881d46cc0,2,0.036527377,0.28018755,0.23634751,0.21633244,0.23060508
1a085d132,2,0.022094706,0.21756263,0.21455556,0.23074897,0.3150381
1a3da2ae5,4,0.011837728,0.19520764,0.14811085,0.22449492,0.42034885
196504d88,2,0.037136298,0.2974307,0.30094042,0.21787713,0.14661546
fc9773fa5,2,0.02580677,0.17563087,0.19921839,0.19168529,0.40765876
31da37bc0,4,0.017680733,0.17086132,0.23237199,0.30467737,0.2744086
65b46ef09,1,0.026909893,0.2591571,0.22310999,0.22808722,0.26273584
9fce612cf,3,0.007254964,0.1085209,0.1586869,0.2969365,0.4286007
f96ccddd5,1,0.0076578474,0.13589635,0.1878145,0.35809112,0.31054017
c87b301c0,2,0.05794306,0.24202426,0.25885743,0.19888002,0.24229527
25dc712af,4,0.037498202,0.26286784,0.2789717,0.21814469,0.20251755
ae0076e01,1,0.025328072,0.20229062,0.23199476,0.22588316,0.31450334
670535e94,2,0.049226478,0.29169092,0.24627171,0.23473805,0.17807284
b0b33bec3,3,0.02125497,0.2247291,0.22783986,0.2380308,0.28814524
ee7c25387,4,0.01899549,0.2525657,0.28263903,0.24775821,0.19804157
c7ef9e0bf,2,0.039047807,0.25591835,0.19037436,0.17072311,0.34393635
e8b34f964,3,0.036105897,0.27697122,0.28065318,0.21334761,0.1929221
0e73648e8,2,0.033539668,0.2694433,0.30707982,0.22176443,0.16817279
68f3cfdcb,2,0.028146954,0.31574875,0.2959445,0.21747145,0.14268832
9012ebabb,4,0.02471478,0.16585806,0.30303225,0.31163862,0.1947563
eb939ea9e,2,0.04199927,0.3055482,0.28340557,0.1724265,0.1966205
123f15578,4,0.03794992,0.26435685,0.24771158,0.19287801,0.25710365
da6950564,4,0.012666439,0.15603627,0.1503691,0.22371551,0.45721272
3cfec8730,3,0.02442302,0.191679,0.21351826,0.29845122,0.27192843
b62618f55,1,0.025955042,0.2744813,0.34310657,0.24821284,0.10824424
e42fd0fed,1,0.01324355,0.19343439,0.32114196,0.35888928,0.113290794
f8213a645,1,0.052790765,0.24492216,0.25293565,0.20231679,0.24703462
62887c0ea,3,0.00649013,0.0981501,0.18887419,0.40264502,0.3038406
