PetID,AdoptionSpeed,distilroberta_prob_0,distilroberta_prob_1,distilroberta_prob_2,distilroberta_prob_3,distilroberta_prob_4
a0cc9df12,2,0.033704687,0.20613655,0.25898823,0.22408532,0.27708527
e825b8b9f,4,0.022458687,0.15804495,0.31270853,0.25376037,0.25302747
4137d96a2,2,0.009065642,0.039594736,0.091409035,0.13832304,0.72160757
59d4947b6,4,0.011808181,0.11309959,0.21489024,0.1905553,0.46964672
99ba1c605,4,0.02611235,0.2981298,0.37985078,0.18875542,0.10715166
d83aa1f02,0,0.015419761,0.020261947,0.017705185,0.02155972,0.9250534
53bcfd67d,1,0.018356184,0.38649705,0.3601172,0.18570836,0.049321253
855de7c89,3,0.015402113,0.011367638,0.020306937,0.031926025,0.9209974
137916924,4,0.02350201,0.5409826,0.24032362,0.1127681,0.08242367
f0885aa00,2,0.0067963563,0.16488706,0.44851935,0.37371024,0.0060870107
c7901e98d,4,0.02125422,0.2913825,0.4504709,0.22207305,0.014819403
5afe2ebbc,4,0.044081323,0.1484372,0.21652502,0.16598552,0.42497092
747359fcb,3,0.006151386,0.2474654,0.42085913,0.31672895,0.00879511
f62e604d6,3,0.027607862,0.13577558,0.26810116,0.3140803,0.2544351
4a8caef08,4,0.007862925,0.17979966,0.2999936,0.27175137,0.24059246
dfa8ac290,4,0.030384118,0.04166736,0.035976145,0.039830767,0.8521415
a22c43e29,4,0.015210014,0.3076156,0.38868034,0.19838843,0.09010557
d8fceeb86,2,0.02983377,0.16112067,0.31778544,0.23030564,0.2609545
bd5ac00df,2,0.009293377,0.21196277,0.35839635,0.30630398,0.114043504
2db6c996b,3,0.023035029,0.11116781,0.46240094,0.36024803,0.043148153
e79f310db,2,0.010661531,0.46657273,0.2799017,0.23525874,0.0076053212
f7af4ce3d,2,0.0065819034,0.030683866,0.102292776,0.15202336,0.7084181
102482c40,4,0.014491856,0.011465379,0.01401409,0.020249562,0.93977916
c6556750a,3,0.0053901337,0.02335637,0.38501063,0.56706345,0.019179413
303ecdb58,3,0.0046072244,0.15486425,0.43667376,0.39564192,0.008212787
4463deb9a,3,0.022009153,0.28270647,0.35392344,0.20201018,0.13935079
f195c540d,4,0.033133175,0.1897779,0.27062547,0.18540496,0.3210585
d33c9174f,3,0.017183919,0.29599535,0.3852012,0.22166483,0.07995465
3e4f81782,2,0.017181844,0.38215405,0.2914281,0.15186918,0.15736686
4e00cd0ac,4,0.01588167,0.047522537,0.1256131,0.14359082,0.66739184
b5033c917,4,0.04711931,0.4134428,0.28082985,0.17381474,0.08479328
f3b4e3f5c,4,0.009962434,0.030186035,0.06368025,0.07898675,0.8171845
dd8817ccb,2,0.04669075,0.17136016,0.19222,0.13806276,0.45166627
8415aff49,2,0.041101255,0.14083809,0.16036017,0.12287857,0.5348219
c135c6b15,4,0.0055031134,0.013118877,0.058508866,0.11317961,0.8096895
133cc5f19,3,0.044762865,0.4466314,0.2833699,0.18242706,0.04280875
4298e4c15,1,0.03041736,0.51585656,0.2831109,0.115706965,0.05490823
7a54b760e,2,0.011435086,0.2364562,0.32341087,0.30458465,0.12411317
7be394a98,2,0.00788108,0.27715734,0.387405,0.30708888,0.020467762
3613869b2,2,0.037342448,0.26201022,0.36730137,0.21884133,0.11450469
05935bf08,4,0.022906112,0.5252673,0.27620903,0.13025624,0.045361392
fb0180584,1,0.021572223,0.5622087,0.26964486,0.114864595,0.031709585
281e2d7e8,3,0.012532419,0.10539847,0.25653505,0.24473016,0.38080385
b2a23ac85,4,0.0035909892,0.12929621,0.46164966,0.38438419,0.02107899
99558ec92,2,0.0026002303,0.028447516,0.40144438,0.5488574,0.018650496
056cc22d2,4,0.013636192,0.2841653,0.37564388,0.32015774,0.0063968925
204a3b926,4,0.0070363474,0.09923198,0.24294394,0.28108075,0.3697069
640e18ef0,3,0.01080415,0.1530028,0.34491247,0.25866807,0.23261254
ab8386c6d,4,0.020659132,0.1483523,0.38998643,0.26547936,0.17552285
4f5f178e6,1,0.028828233,0.35766393,0.3547137,0.19194375,0.06685037
9c580ca06,4,0.0026105545,0.072330706,0.3939551,0.48888674,0.042216856
515462e67,2,0.014468693,0.37551928,0.39293024,0.18099713,0.03608469
35f9818a7,4,0.11255381,0.19067605,0.17037436,0.13317834,0.3932174
e80386a28,3,0.01918677,0.15802574,0.4423804,0.32516426,0.055242848
1b932e373,1,0.032166053,0.31818277,0.37568146,0.15501799,0.118951686
59e24567e,4,0.019178104,0.13940293,0.25479743,0.19525254,0.391369
050277142,2,0.029216018,0.15852718,0.3767008,0.2629462,0.1726098
69262e404,2,0.04891162,0.5047314,0.22161536,0.11419303,0.110548615
151d50f53,2,0.010768729,0.44477388,0.35913792,0.18172644,0.003593071
b82317efb,1,0.02011668,0.5355546,0.28400412,0.13818139,0.022143204
88ac92eed,2,0.004157373,0.05230669,0.49357226,0.4441011,0.0058626514
3a0e3b527,2,0.030816501,0.23234761,0.37285462,0.2669063,0.09707498
04e7d89c0,3,0.011100127,0.39546835,0.37825358,0.20891894,0.006259011
ba58bb1a4,4,0.035975788,0.33826804,0.28247148,0.17469332,0.16859135
85b57bb1e,4,0.0067982883,0.008992219,0.015685372,0.027122045,0.94140196
f03979157,0,0.020724887,0.48714605,0.30478436,0.13378301,0.053561743
97db95d21,4,0.031144606,0.041498568,0.088126235,0.1063981,0.7328325
e42dc215d,0,0.003072344,0.26392803,0.40077534,0.30815595,0.02406827
cb5597fb1,1,0.004090461,0.0569229,0.46409342,0.46647692,0.00841625
1a3a45096,2,0.03370178,0.10734825,0.32925832,0.27506778,0.2546239
90a967a14,4,0.054559633,0.1676234,0.08043184,0.04764218,0.6497429
e93afb8ff,4,0.034299742,0.2295274,0.33799824,0.20502615,0.1931485
67e7da152,3,0.0090828035,0.0555881,0.48599645,0.4438062,0.005526475
6f2721c52,4,0.02888532,0.37298828,0.35261807,0.20065345,0.04485492
86d203b94,3,0.0062898537,0.024257002,0.38680562,0.56856406,0.014083514
b1da9f428,4,0.0254666,0.05645979,0.11472341,0.11598726,0.68736285
69c8c9463,3,0.004326048,0.060794096,0.33573705,0.54386276,0.05528005
aefafcc66,4,0.005704723,0.08573953,0.3260789,0.3228257,0.2596512
e99c4a55d,1,0.02082778,0.42743453,0.3325066,0.18783711,0.031393956
24afd5f54,2,0.006816266,0.2601387,0.44436702,0.27906805,0.009609978
abe8790ba,2,0.044116635,0.082647376,0.18780234,0.18781075,0.49762288
5419155f2,2,0.010304395,0.19138989,0.42632392,0.26122114,0.110760644
e152df77a,1,0.011457233,0.31577456,0.37786397,0.19382136,0.1010829
46b603304,2,0.014633761,0.19156562,0.3897059,0.2525196,0.1515751
066521b34,3,0.0069716484,0.19588785,0.37559152,0.3208876,0.10066141
1d6944a82,1,0.017054334,0.21414064,0.43742865,0.23650624,0.094870135
492fe3371,2,0.009213201,0.35547635,0.4096436,0.20019758,0.025469258
3de6bc035,1,0.028447665,0.20099355,0.25327277,0.15835516,0.3589309
235572f38,1,0.030870501,0.32883212,0.39995903,0.19390364,0.04643466
0f796d3f9,1,0.035993185,0.39944816,0.25894833,0.1338733,0.171737
b2056e185,4,0.0039056183,0.0101049645,0.030245716,0.06736251,0.8883812
400e57095,3,0.0049174437,0.2995156,0.39647964,0.25986317,0.039224185
d6a2a2e37,4,0.019575918,0.4289007,0.34183764,0.18001214,0.029673647
c9a00b80f,2,0.013428228,0.025975566,0.055310003,0.057402976,0.8478833
8e77a97ac,2,0.006399035,0.175065,0.46092236,0.3444909,0.013122637
ee590e762,1,0.01684206,0.5018237,0.21479525,0.10376111,0.1627779
5980b0699,2,0.016050706,0.1095858,0.42811966,0.43914697,0.0070969304
2c007007f,1,0.012482513,0.31783038,0.39042342,0.2189577,0.06030593
e8ec1a562,1,0.0061194873,0.1117157,0.4359983,0.3791577,0.06700883
ff10041de,3,0.018182766,0.18874659,0.27893004,0.17580651,0.33833408
a7eb03730,2,0.004034658,0.052022416,0.40800476,0.45043725,0.08550091
25c1c662b,1,0.029543707,0.32806766,0.3299463,0.19577643,0.11666587
5df70cb5a,2,0.014113397,0.38490003,0.344672,0.1997774,0.056537133
62e2e9071,4,0.0063013113,0.023775643,0.10881079,0.14493182,0.71618044
6eb8a8e8e,4,0.031901315,0.27648246,0.26232195,0.1558861,0.27340814
a9bcc4196,1,0.014651205,0.4528072,0.30848166,0.17698641,0.04707353
b16afc5dc,2,0.025260186,0.21227461,0.41861656,0.31228027,0.031568352
5685ae208,4,0.018986678,0.25372106,0.39138803,0.22333592,0.11256829
c5f20f40f,2,0.005027498,0.14002116,0.41377223,0.36969545,0.071483694
28ec2de89,2,0.008731308,0.34275883,0.32773134,0.31597483,0.004803666
d50b449f0,1,0.014382552,0.39053276,0.33844435,0.1699763,0.08666397
85094deda,4,0.010553006,0.33146495,0.37418684,0.26234207,0.021453146
61dc8345a,4,0.0380132,0.42371112,0.31002265,0.15825829,0.06999479
125522846,1,0.0052927816,0.08187507,0.42683837,0.47859684,0.0073970035
9ebf6e448,1,0.010661531,0.46657273,0.2799017,0.23525874,0.0076053212
db03ddc32,4,0.020236405,0.31337664,0.26955956,0.1647973,0.2320301
5bc5b43ae,4,0.016196601,0.3463014,0.3649402,0.26338914,0.0091726305
f5257c5e4,3,0.018233722,0.31613535,0.3740773,0.21472822,0.076825425
ae38b9254,3,0.017476382,0.3802787,0.37160018,0.21802858,0.012616135
cf49e1549,4,0.035041057,0.5582893,0.2585761,0.12280416,0.025289452
f77452d59,2,0.0038329612,0.3193804,0.40869266,0.24469712,0.023396881
33ddc2011,4,0.028371524,0.17389506,0.27146035,0.19619985,0.33007318
1f949d065,3,0.005563644,0.031551123,0.05786774,0.07572135,0.8292961
2430b50b4,3,0.0054751015,0.17052282,0.4042463,0.41035882,0.009396952
f90f6ca1a,2,0.07404895,0.15921748,0.24014011,0.21016815,0.3164253
4544aecf7,4,0.013451416,0.057780158,0.15744507,0.16390519,0.6074181
16472756f,1,0.034740917,0.074428774,0.12636723,0.11862733,0.64583576
de35c9f48,4,0.01917305,0.040492747,0.1475113,0.1823563,0.6104666
66f6cd1cb,4,0.0073186257,0.0055816993,0.0067398464,0.010907489,0.9694523
51c99e8fb,4,0.04798048,0.36488867,0.33910498,0.2209834,0.027042441
2f0e90bdd,3,0.009404677,0.2654686,0.39858696,0.2829321,0.04360766
f024e91b9,3,0.0039440393,0.1113015,0.4893746,0.34196222,0.053417616
19e701fea,2,0.03989665,0.48694378,0.2684853,0.14343981,0.061234396
c842fa148,1,0.003313034,0.10730566,0.35935134,0.3507072,0.17932273
04e829d49,4,0.009740173,0.24897966,0.42216825,0.25246385,0.06664812
37fb97f8b,2,0.0246288,0.52085495,0.27531034,0.13474223,0.0444637
5a7207717,2,0.0074193487,0.16818888,0.3902914,0.30736974,0.12673062
1ca9db40b,4,0.004580134,0.0091709895,0.019548507,0.03019774,0.93650264
7f51a7e88,4,0.0073099793,0.08834733,0.2833167,0.262352,0.3586739
c4e0d125b,4,0.009060358,0.04154286,0.06812535,0.0772664,0.8040049
ea7ec0562,4,0.0061060702,0.07716599,0.35749152,0.35834718,0.20088919
2c1c1b557,4,0.011156598,0.36308762,0.35551354,0.26349863,0.00674365
d473d632a,2,0.019225208,0.11816932,0.5469226,0.30587646,0.009806394
733f9942b,3,0.004645484,0.03621757,0.155141,0.23406266,0.5699333
6ea58b8ac,4,0.008581138,0.026215795,0.049874976,0.0728484,0.84247965
bedd7f1e7,4,0.004750821,0.055756625,0.13492575,0.16194898,0.6426178
b551658f4,2,0.023039624,0.039893445,0.05975043,0.055250753,0.82206583
b2c120250,2,0.0038127087,0.1317476,0.47252905,0.37331277,0.018597793
390689a38,0,0.056763552,0.48887557,0.2769514,0.11468125,0.06272822
19caeb6b5,3,0.004494301,0.15222795,0.48309654,0.35276473,0.007416439
d919bd302,4,0.003598265,0.008926257,0.030457838,0.07066576,0.8863519
e2b5913e7,4,0.0056050243,0.031747717,0.09874857,0.14981373,0.714085
6a8ce175d,3,0.016811017,0.33264393,0.29943773,0.1598646,0.19124277
e19ee42ce,1,0.02245484,0.29376942,0.30682987,0.16993567,0.2070102
72b0f5c4d,2,0.010900388,0.17623527,0.42365432,0.34326223,0.045947775
3625dd7cf,4,0.004254362,0.16874862,0.4246871,0.36225447,0.04005553
dcf2641f2,3,0.0037675123,0.13233395,0.437885,0.41951722,0.0064963377
10a3c8b71,2,0.005235201,0.2164381,0.45529675,0.3152311,0.007798753
6da65afb8,3,0.006011874,0.047129065,0.41148978,0.5188069,0.016562361
54224dada,4,0.016273478,0.18357997,0.42949986,0.32424065,0.04640595
25b3328fd,4,0.01584705,0.027927967,0.10773242,0.14418162,0.70431095
9668972cc,3,0.034099538,0.06291207,0.100130275,0.09829969,0.70455843
b8dd18a5a,4,0.030096382,0.094856456,0.10029282,0.081026204,0.6937282
ce2004c9e,4,0.023376374,0.15041657,0.3146425,0.35122645,0.16033815
8a99dadaf,3,0.009210987,0.06867684,0.3145601,0.53016716,0.07738495
a1c1dbf8a,1,0.013149147,0.317285,0.2968293,0.21684091,0.1558956
c924a03e8,4,0.0062787305,0.0921993,0.28203174,0.31125635,0.30823392
c1a3e3aa1,1,0.0089485785,0.4830508,0.30757725,0.14195749,0.05846589
dcdefed1a,3,0.008731308,0.34275883,0.32773134,0.31597483,0.004803666
894da0f10,3,0.06979191,0.42328954,0.20409441,0.11854726,0.18427691
fd9375e71,2,0.030429458,0.03372877,0.100943185,0.12047661,0.7144219
7e29d5a9d,4,0.006977039,0.11371611,0.26611152,0.21829353,0.39490187
24ee3b57d,2,0.009494335,0.121922225,0.47483382,0.34995434,0.04379525
943bcd4db,4,0.006448922,0.17192721,0.35226932,0.26000717,0.20934738
c06b6d8bf,4,0.015237242,0.101626046,0.39607278,0.3433874,0.1436765
881d46cc0,2,0.005601159,0.14602537,0.43922177,0.31972045,0.089431286
1a085d132,2,0.06222103,0.22424597,0.34735328,0.21758097,0.14859873
1a3da2ae5,4,0.010872242,0.025567492,0.03240977,0.034538902,0.8966116
196504d88,2,0.021656923,0.45055062,0.3397014,0.1525699,0.035521127
fc9773fa5,2,0.01987295,0.3350837,0.25554597,0.13278346,0.2567139
31da37bc0,4,0.00684439,0.035420056,0.20774144,0.32315674,0.42683735
65b46ef09,1,0.023784194,0.3270617,0.3252654,0.17228691,0.15160172
9fce612cf,3,0.004931915,0.054685723,0.34650943,0.5049094,0.08896355
f96ccddd5,1,0.0082363635,0.17706326,0.33603746,0.4419117,0.036751226
c87b301c0,2,0.09964881,0.1807582,0.11296101,0.07125636,0.53537554
25dc712af,4,0.022175817,0.08733824,0.27048326,0.27654785,0.34345484
ae0076e01,1,0.009101657,0.09135333,0.30672237,0.2498548,0.3429679
670535e94,2,0.07755128,0.15516351,0.44474164,0.30408853,0.018454986
b0b33bec3,3,0.012296577,0.41287738,0.34915724,0.19435038,0.031318463
ee7c25387,4,0.007825696,0.3881123,0.32127252,0.21517283,0.06761659
c7ef9e0bf,2,0.009253676,0.064779945,0.10846474,0.122919455,0.6945822
e8b34f964,3,0.013740793,0.16427734,0.4694744,0.2842305,0.06827699
0e73648e8,2,0.023314137,0.1362384,0.41003406,0.304058,0.12635542
68f3cfdcb,2,0.0028816543,0.082134865,0.4295414,0.4552314,0.030210663
9012ebabb,4,0.060146477,0.10173239,0.078849345,0.056124516,0.7031473
eb939ea9e,2,0.018978698,0.25443336,0.3057507,0.19581908,0.22501814
123f15578,4,0.04115946,0.31969598,0.27435505,0.16243333,0.20235622
da6950564,4,0.015412613,0.1270323,0.21513553,0.17652693,0.46589267
3cfec8730,3,0.016159432,0.118308164,0.26833108,0.20441663,0.39278468
b62618f55,1,0.014863198,0.3430856,0.405197,0.22168265,0.01517156
