PetID,AdoptionSpeed,bert_prob_0,bert_prob_1,bert_prob_2,bert_prob_3,bert_prob_4,distilroberta_prob_0,distilroberta_prob_1,distilroberta_prob_2,distilroberta_prob_3,distilroberta_prob_4,resnet_prob_0,resnet_prob_1,resnet_prob_2,resnet_prob_3,resnet_prob_4,lgbm_fe_prob_0,lgbm_fe_prob_1,lgbm_fe_prob_2,lgbm_fe_prob_3,lgbm_fe_prob_4,lgbm_binary_prob_0,lgbm_binary_prob_1,lgbm_binary_prob_2,lgbm_binary_prob_3,lgbm_binary_prob_4
01ba86830,1.0,0.041504968,0.25864327,0.24397801,0.17789362,0.27798006,0.03278994,0.3380391,0.25597978,0.13456437,0.23862684,0.2719992,0.2933841,0.13988186,0.016828675,0.27790615,0.1153784472144206,0.1664850425258562,0.1531430054151554,0.1649248591814271,0.4000686456631405,0.4288618733510944,0.1427845316622263,0.1427845316622263,0.1427845316622263,0.1427845316622263
01c62e03b,3.0,0.014825435,0.12972523,0.20853277,0.27926382,0.36765268,0.007414825,0.01936383,0.036806464,0.04902475,0.88739014,0.1263174,0.20923555,0.22436193,0.31546775,0.12461736,0.1413685282444615,0.2782468903903761,0.2249374394438574,0.2117627276402611,0.1436844142810438,0.4574408554037757,0.135639786149056,0.135639786149056,0.135639786149056,0.135639786149056
01e410583,3.0,0.010877693,0.16638303,0.402842,0.37128282,0.04861444,0.0043942537,0.06370204,0.42340618,0.5007589,0.0077386317,0.083413884,0.08597851,0.28323188,0.28035292,0.26702282,0.0769504541062725,0.1124583901717618,0.1906235126255801,0.3749197109484709,0.2450479321479146,0.3769154808065391,0.1557711297983652,0.1557711297983652,0.1557711297983652,0.1557711297983652
01e5e057b,3.0,0.031972267,0.29305556,0.24084632,0.23324916,0.20087668,0.03016772,0.10260813,0.16373923,0.16748409,0.5360008,0.06734427,0.04987525,0.26440808,0.39402696,0.22434543,0.1441045535103572,0.1951718808858798,0.2305729614260208,0.2406257324553555,0.1895248717223864,0.4387257211607365,0.1403185697098158,0.1403185697098158,0.1403185697098158,0.1403185697098158
02126e289,2.0,0.015686264,0.23142491,0.3952659,0.27819064,0.07943234,0.007590446,0.2368885,0.3710131,0.2427444,0.1417635,0.10533137,0.07805045,0.29131958,0.2511945,0.27410406,0.0948011519820349,0.2278455638789752,0.2467546546487126,0.1804852746898348,0.2501133548004423,0.3991789734458719,0.150205256638532,0.150205256638532,0.150205256638532,0.150205256638532
021cb10fb,2.0,0.013875962,0.28723896,0.3742941,0.27997187,0.044619147,0.010661531,0.46657273,0.2799017,0.23525874,0.0076053212,0.12411382,0.2356992,0.26422852,0.23500971,0.14094876,0.1348439481735913,0.2357611492597132,0.1845678526313374,0.1969234504122448,0.2479035995231131,0.4445832016644256,0.1388541995838935,0.1388541995838935,0.1388541995838935,0.1388541995838935
022606901,0.0,0.01669904,0.24160197,0.20024751,0.28485972,0.25659177,0.027446253,0.4971899,0.23738798,0.12925524,0.1087206,0.07767705,0.04478514,0.116969176,0.39581758,0.36475107,0.1090256039612859,0.2908667245659471,0.2212248089869643,0.1989384548861663,0.1799444075996362,0.4231900686082947,0.1442024828479263,0.1442024828479263,0.1442024828479263,0.1442024828479263
026ebf139,3.0,0.013549649,0.18620144,0.2896976,0.36030427,0.15024701,0.003944513,0.14976653,0.4724423,0.34059405,0.03325267,0.11394723,0.116763376,0.44033772,0.13211656,0.1968351,0.0977280557848683,0.2359007313547815,0.2146893125076896,0.2886095449741789,0.1630723553784816,0.4152156778162769,0.1461960805459307,0.1461960805459307,0.1461960805459307,0.1461960805459307
028d42a4b,2.0,0.020217836,0.28101653,0.31461316,0.24802633,0.13612616,0.017987166,0.43521088,0.33327565,0.18664245,0.026883911,0.07867524,0.2336037,0.2655316,0.24281305,0.1793764,0.1129303634693473,0.2449123487584791,0.2278281052499674,0.217132807993674,0.1971963745285321,0.4159107130463102,0.1460223217384224,0.1460223217384224,0.1460223217384224,0.1460223217384224
029b05087,3.0,0.026828265,0.24043569,0.29422018,0.26668638,0.1718295,0.0056429356,0.055292375,0.31265122,0.36612442,0.260289,0.040441055,0.08597974,0.16104066,0.6774936,0.035044976,0.085987283162961,0.1880246336799371,0.3295267805138983,0.3122086007416372,0.0842527019015662,0.394690380909132,0.151327404772717,0.151327404772717,0.151327404772717,0.151327404772717
02a8e44b1,4.0,0.037389517,0.23764192,0.21484381,0.2044126,0.3057122,0.031096557,0.3414303,0.19288576,0.113466665,0.32112077,0.08606131,0.13465723,0.3138528,0.16781907,0.29760963,0.1609292269940436,0.165582065601158,0.1513599124133622,0.186637655840365,0.3354911391510712,0.4473356553282419,0.1381660861679395,0.1381660861679395,0.1381660861679395,0.1381660861679395
02af3813e,4.0,0.016406411,0.17046763,0.18385579,0.2027408,0.42652935,0.0047085355,0.054739144,0.14020413,0.17869577,0.6216524,0.053701904,0.0100325635,0.02120267,0.051209882,0.8638529,0.0875764042010948,0.1281836410592907,0.2040696365062357,0.1714758547308137,0.4086944635025649,0.3955619045823917,0.151109523854402,0.151109523854402,0.151109523854402,0.151109523854402
02d644003,1.0,0.031307265,0.3352211,0.28665864,0.19665675,0.15015621,0.026664805,0.4665199,0.3047777,0.15865602,0.043381587,0.12135255,0.47043133,0.1783221,0.15146881,0.078425266,0.1410896573872316,0.2610854294131267,0.1647639537225613,0.1827489531891478,0.2503120062879325,0.4448476686550403,0.1387880828362399,0.1387880828362399,0.1387880828362399,0.1387880828362399
02d9e61ca,4.0,0.012044781,0.114625864,0.15795048,0.2053499,0.51002896,0.0060085324,0.14808206,0.29440784,0.24768682,0.30381477,0.079388715,0.098584,0.31548685,0.17307575,0.33346468,0.1218511903730207,0.2489950935290089,0.2276304250011051,0.2061556319873614,0.1953676591095037,0.4380103676207625,0.1404974080948093,0.1404974080948093,0.1404974080948093,0.1404974080948093
02f89bdcb,0.0,0.015407012,0.12854847,0.18471651,0.2515475,0.4197805,0.03317212,0.11455974,0.16481408,0.13939948,0.5480546,0.12172584,0.31284904,0.13982084,0.18570042,0.23990384,0.1203487092540129,0.2836517332877787,0.1797201869476946,0.1792848138498542,0.2369945566606594,0.4362294149605806,0.1409426462598548,0.1409426462598548,0.1409426462598548,0.1409426462598548
02fee7295,2.0,0.023405131,0.32047072,0.34958157,0.21144667,0.095095895,0.008079022,0.18434472,0.50999993,0.29260427,0.0049721124,0.06720329,0.14648117,0.19800426,0.24756598,0.3407453,0.0973904593490432,0.2715326722614746,0.2982286315316755,0.2388958614626206,0.093952375395186,0.4127116756901514,0.1468220810774621,0.1468220810774621,0.1468220810774621,0.1468220810774621
0327b8e94,3.0,0.0371635,0.30703503,0.25359595,0.19519252,0.20701306,0.018266674,0.21876734,0.3755343,0.2395171,0.14791453,0.2,0.2,0.2,0.2,0.2,0.2181182852940869,0.2148795027512087,0.1775048625658656,0.163913749748041,0.2255835996407977,0.4851371137419675,0.1287157215645081,0.1287157215645081,0.1287157215645081,0.1287157215645081
036c684d3,2.0,0.021024043,0.17049192,0.21729551,0.27414894,0.31703952,0.012651546,0.14960231,0.24854702,0.2113767,0.37782246,0.27837977,0.17374657,0.34175876,0.11266798,0.09344686,0.1744827310041987,0.2400510048287014,0.1755300553135843,0.1911496050712382,0.2187866037822771,0.4571209866577471,0.1357197533355632,0.1357197533355632,0.1357197533355632,0.1357197533355632
03c323fcf,3.0,0.008299822,0.085778914,0.39708817,0.48544478,0.023388285,0.0064634774,0.028759236,0.40428331,0.5493529,0.011141059,0.14230093,0.08058071,0.24092223,0.46955797,0.06663814,0.0833817305385205,0.1326820431216961,0.3151824863309621,0.3820410577151801,0.0867126822936411,0.4017644596730587,0.1495588850817353,0.1495588850817353,0.1495588850817353,0.1495588850817353
03c49f5aa,1.0,0.050516214,0.32802406,0.18462773,0.14416127,0.29267067,0.05923628,0.20627196,0.09162498,0.058045335,0.5848214,0.10031304,0.21474609,0.29378426,0.18449585,0.2066607,0.1331862132256485,0.2084578665206249,0.2118658005156032,0.211552284091839,0.2349378356462841,0.42479430261923,0.1438014243451925,0.1438014243451925,0.1438014243451925,0.1438014243451925
03c6478b9,2.0,0.050573435,0.2984901,0.15928559,0.14444323,0.34720767,0.030358925,0.15388608,0.12271531,0.0830165,0.6100231,0.1515414,0.30509615,0.27482507,0.23114358,0.037393834,0.1744873970467807,0.2690955557606379,0.2542655095761662,0.1444760291469599,0.1576755084694551,0.451903597939072,0.137024100515232,0.137024100515232,0.137024100515232,0.137024100515232
03f130f5f,2.0,0.008799448,0.24051584,0.38091853,0.33825213,0.031514045,0.011599464,0.40457106,0.2886649,0.28601095,0.009153614,0.119989105,0.07649971,0.13122042,0.20603168,0.4662591,0.1218597959871321,0.1736981722562392,0.1556550468263614,0.1852204051103069,0.3635665798199602,0.4363859503455758,0.140903512413606,0.140903512413606,0.140903512413606,0.140903512413606
03f65bdd3,1.0,0.036884204,0.27961707,0.3311732,0.24299498,0.10933054,0.03462916,0.22294936,0.41686136,0.24622177,0.07933838,0.08066377,0.07492944,0.2625947,0.32383397,0.25797817,0.1199697686752781,0.2706443357628948,0.2663281010777263,0.2501731808466851,0.0928846136374154,0.4411877794153473,0.1397030551461631,0.1397030551461631,0.1397030551461631,0.1397030551461631
040d87bbb,3.0,0.025381116,0.2568751,0.22790192,0.2164098,0.27343208,0.034374863,0.42040545,0.28342435,0.13842161,0.12337377,0.2,0.2,0.2,0.2,0.2,0.1612794367948138,0.295241283134218,0.1878759979899553,0.162214221954368,0.1933890601266447,0.4736269872029323,0.1315932531992669,0.1315932531992669,0.1315932531992669,0.1315932531992669
041dd606f,2.0,0.009446369,0.17308722,0.42056632,0.35069686,0.046203222,0.003244046,0.10985308,0.46242312,0.41827768,0.006202093,0.1503995,0.05636647,0.328591,0.39224592,0.07239718,0.1049717968727595,0.2331843506458817,0.2540467216836493,0.287146229667054,0.1206509011306553,0.4074311615357319,0.148142209616067,0.148142209616067,0.148142209616067,0.148142209616067
046dcb8fb,4.0,0.037614454,0.2634518,0.24685276,0.20136139,0.25071955,0.043552313,0.3428495,0.30103332,0.16513588,0.147429,0.0911387,0.15799344,0.2372848,0.2952246,0.21835843,0.1755363826164398,0.2347146299876775,0.1907897267506285,0.2245546931850808,0.1744045674601733,0.4665082001190497,0.1333729499702375,0.1333729499702375,0.1333729499702375,0.1333729499702375
047c20d1a,3.0,0.012335691,0.19434102,0.21200286,0.30647272,0.27484772,0.0070716455,0.2845629,0.43633112,0.2469412,0.025093164,0.09624117,0.12930657,0.30812728,0.24004881,0.22627619,0.1033613118397528,0.1920024510070501,0.2473139095835819,0.2017023250873015,0.2556200024823134,0.4269410118567767,0.1432647470358058,0.1432647470358058,0.1432647470358058,0.1432647470358058
0493336f7,4.0,0.044819463,0.276366,0.2572313,0.18679383,0.23478939,0.017791066,0.15673459,0.28300276,0.20386413,0.33860743,0.16521963,0.054048523,0.15036649,0.22391555,0.40644976,0.1585180395677488,0.2305501567212237,0.1975860198510531,0.166657874865944,0.2466879089940304,0.4928485223675403,0.1267878694081149,0.1267878694081149,0.1267878694081149,0.1267878694081149
04a30a9ea,1.0,0.012544983,0.18405253,0.21661028,0.3351139,0.25167832,0.008083511,0.10761851,0.3503154,0.4837736,0.050208982,0.08547755,0.13842471,0.2182238,0.35239136,0.2054826,0.0987628584500187,0.2162951313148134,0.2364765666014656,0.3130521766803988,0.1354132669533032,0.4139623926035597,0.14650940184911,0.14650940184911,0.14650940184911,0.14650940184911
04b073592,1.0,0.037536334,0.28805944,0.21759713,0.21853115,0.23827596,0.066233106,0.39367464,0.24970953,0.13931851,0.15106419,0.15835598,0.3295772,0.19679713,0.20144314,0.11382656,0.1747981830081791,0.2671963541432606,0.234550289407086,0.1853265545472912,0.1381286188941831,0.4992697159601065,0.1251825710099733,0.1251825710099733,0.1251825710099733,0.1251825710099733
04c4a7493,2.0,0.023732824,0.2541725,0.24604635,0.2692045,0.20684382,0.023052327,0.1461719,0.21277359,0.16451988,0.45348224,0.048237007,0.4602371,0.27088988,0.1872231,0.0334128,0.0891400548909543,0.217237139185544,0.287471778518672,0.2982022995519536,0.1079487278528759,0.4005207731088437,0.149869806722789,0.149869806722789,0.149869806722789,0.149869806722789
04e7d89c0,3.0,0.0137128215,0.20756263,0.22155263,0.32001644,0.23715548,0.011100127,0.39546835,0.37825358,0.20891894,0.006259011,0.12779965,0.54001415,0.16147009,0.14124562,0.02947057,0.1503956549078816,0.2401995726597139,0.25427665473885,0.2050791431453758,0.1500489745481786,0.4637168928188803,0.1340707767952799,0.1340707767952799,0.1340707767952799,0.1340707767952799
04e829d49,4.0,0.03303376,0.26899347,0.28655806,0.2201409,0.19127381,0.009740173,0.24897966,0.42216825,0.25246385,0.06664812,0.078303546,0.02856117,0.11488765,0.23670013,0.54154754,0.0844242557853574,0.1270852970405343,0.1519387552358023,0.1970398124579055,0.4395118794804004,0.4165519461595831,0.1458620134601042,0.1458620134601042,0.1458620134601042,0.1458620134601042
04f7eafde,1.0,0.025659865,0.26745784,0.30045176,0.23472247,0.17170809,0.019221745,0.44625992,0.34211615,0.15333639,0.03906578,0.19661483,0.117900275,0.3351724,0.23342891,0.11688357,0.1044176609864768,0.2951061647627545,0.206479056310839,0.1769013242743839,0.2170957936655457,0.4191738237877845,0.1452065440530538,0.1452065440530538,0.1452065440530538,0.1452065440530538
050277142,2.0,0.03281046,0.19422098,0.28376472,0.28154314,0.20766072,0.029216018,0.15852718,0.3767008,0.2629462,0.1726098,0.11014019,0.081749395,0.20424244,0.19289544,0.4109726,0.160714907723124,0.1943089672234389,0.1416323199419482,0.1592779963093042,0.3440658088021845,0.4612722231976271,0.1346819442005932,0.1346819442005932,0.1346819442005932,0.1346819442005932
0532bf9d3,2.0,0.021379687,0.31298152,0.3696439,0.21617687,0.07981802,0.020005785,0.5146189,0.2827324,0.17536224,0.0072806366,0.11340306,0.32108945,0.34029922,0.13094105,0.09426726,0.1379273754083882,0.2943314831863765,0.2640028224228936,0.2013248344573787,0.1024134845249628,0.4400811164969243,0.1399797208757689,0.1399797208757689,0.1399797208757689,0.1399797208757689
055825f1c,4.0,0.029894862,0.21403937,0.2534116,0.18566965,0.3169845,0.021989904,0.21827935,0.25711608,0.13546771,0.367147,0.0745784,0.04760594,0.40848416,0.32132816,0.14800335,0.1154306058117806,0.1874602252119068,0.1892802708742103,0.1660819295725063,0.3417469685295957,0.4258107930478063,0.1435473017380484,0.1435473017380484,0.1435473017380484,0.1435473017380484
056cc22d2,4.0,0.024256926,0.27546176,0.2122571,0.22763531,0.26038888,0.013636192,0.2841653,0.37564388,0.32015774,0.0063968925,0.09799387,0.059262417,0.497411,0.22812088,0.11721175,0.1136827219140308,0.2172742853576266,0.1994292548492569,0.2102105746776407,0.2594031632014448,0.4195148314753473,0.1451212921311631,0.1451212921311631,0.1451212921311631,0.1451212921311631
057e5347f,4.0,0.012648684,0.1121342,0.15212059,0.2183818,0.5047147,0.006469319,0.007306789,0.026115939,0.05630814,0.90379983,0.111458726,0.1547719,0.2668783,0.17405976,0.29283133,0.1081771455348277,0.169391869741486,0.2286308220050668,0.1720936864202223,0.3217064762983969,0.4268861493857719,0.143278462653557,0.143278462653557,0.143278462653557,0.143278462653557
058394848,2.0,0.040319473,0.3312757,0.256541,0.17306958,0.19879422,0.039577916,0.50641114,0.239463,0.10674921,0.10779873,0.13713366,0.21992671,0.2103685,0.17898796,0.2535832,0.1182537802008838,0.3112962072241168,0.2596475064964375,0.2132920118869125,0.0975104941916493,0.4395251956583751,0.1401187010854062,0.1401187010854062,0.1401187010854062,0.1401187010854062
05935bf08,4.0,0.03137205,0.3260905,0.27745193,0.19315326,0.17193224,0.022906112,0.5252673,0.27620903,0.13025624,0.045361392,0.13421676,0.23093703,0.24012549,0.29124212,0.1034786,0.1580652684393428,0.2412156389854058,0.2020957068278998,0.1903486013622536,0.2082747843850979,0.4565141356945223,0.1358714660763694,0.1358714660763694,0.1358714660763694,0.1358714660763694
05974bc36,4.0,0.04518391,0.2727619,0.2708045,0.18970151,0.2215482,0.01759515,0.04012695,0.080543324,0.07955408,0.7821804,0.2,0.2,0.2,0.2,0.2,0.2112177678505175,0.2054505903257258,0.1703009782100954,0.1719155932064864,0.2411150704071749,0.4846320065783107,0.1288419983554223,0.1288419983554223,0.1288419983554223,0.1288419983554223
059cfed40,3.0,0.010186997,0.061639685,0.35240456,0.54650056,0.029268203,0.0058017485,0.02047023,0.36370903,0.59112066,0.018898312,0.054446235,0.15736964,0.20309643,0.3198863,0.2652014,0.1003635019070531,0.1349504583549085,0.2518054718362039,0.41617844069024,0.0967021272115943,0.4067564779527769,0.1483108805118057,0.1483108805118057,0.1483108805118057,0.1483108805118057
059d8d91f,4.0,0.02815703,0.28972083,0.2785221,0.223966,0.17963405,0.005099879,0.09537746,0.4263791,0.45814332,0.01500021,0.07563371,0.11933764,0.22401088,0.27499,0.30602777,0.1173517485322746,0.286638667953584,0.2098178208298853,0.1788882185774815,0.2073035441067743,0.432820131366443,0.1417949671583892,0.1417949671583892,0.1417949671583892,0.1417949671583892
05a05d562,1.0,0.036243685,0.33053926,0.26743808,0.17576022,0.19001876,0.03307843,0.37546095,0.34281743,0.189163,0.059480153,0.14622626,0.18598558,0.24557637,0.24414912,0.1780627,0.1443360643684076,0.1632040202308565,0.1860961621570581,0.1820604801577495,0.3243032730859281,0.4678385519906931,0.1330403620023267,0.1330403620023267,0.1330403620023267,0.1330403620023267
05aad3b3f,4.0,0.012289694,0.17101097,0.24610902,0.347244,0.22334628,0.009724543,0.14507948,0.3765855,0.34952718,0.11908331,0.064646594,0.03318661,0.09124425,0.114292346,0.69663024,0.1010186862101867,0.1893180237672143,0.170677105342096,0.1769529217449549,0.362033262935548,0.4414166462887189,0.1396458384278202,0.1396458384278202,0.1396458384278202,0.1396458384278202
05bde54cc,2.0,0.011947632,0.25049394,0.37336478,0.3334293,0.030764386,0.010761079,0.51494324,0.27352858,0.19458489,0.0061821896,0.11379853,0.18306515,0.32237974,0.15574048,0.22501612,0.1215231823367831,0.3584001947830201,0.1915452023070432,0.1674542000815155,0.161077220491638,0.4652206503486409,0.1336948374128397,0.1336948374128397,0.1336948374128397,0.1336948374128397
05c46d875,2.0,0.044014804,0.32240474,0.1677516,0.14127049,0.32455838,0.033269685,0.38691556,0.2990494,0.18082485,0.099940546,0.105245605,0.11578741,0.2976653,0.25391504,0.22738668,0.2085281407823252,0.2002780223323519,0.1859605599146428,0.1699718559117893,0.2352614210588906,0.4756236351896705,0.1310940912025823,0.1310940912025823,0.1310940912025823,0.1310940912025823
05d2022eb,2.0,0.010164262,0.078129694,0.13261218,0.18532622,0.59376764,0.005837012,0.062718794,0.24741687,0.2512503,0.432777,0.12057355,0.16638117,0.23563966,0.28326586,0.19413975,0.1151336171563317,0.2629476947241448,0.2766912247480764,0.1992852486288154,0.1459422147426316,0.4095732374337776,0.1476066906415555,0.1476066906415555,0.1476066906415555,0.1476066906415555
05d3e4d55,1.0,0.026986413,0.365542,0.2948464,0.19519551,0.117429726,0.009115268,0.5422221,0.29279953,0.13645387,0.019409234,0.25826275,0.30115935,0.16958128,0.1718302,0.099166445,0.189601933122098,0.3466332838779332,0.1904526696150471,0.1411050233505953,0.1322070900343262,0.4909276587229688,0.1272680853192578,0.1272680853192578,0.1272680853192578,0.1272680853192578
05febeea3,4.0,0.027171262,0.19268936,0.20826152,0.20245227,0.36942562,0.0067049465,0.07921616,0.15510637,0.17275155,0.586221,0.11377685,0.06277988,0.058303375,0.5250082,0.24013166,0.1082662713485727,0.1579311768452856,0.1783441001255781,0.1446546685034257,0.4108037831771377,0.4278213430909897,0.1430446642272525,0.1430446642272525,0.1430446642272525,0.1430446642272525
060d1de98,4.0,0.05153354,0.21286039,0.21741162,0.1729502,0.3452443,0.007861802,0.047057092,0.13443695,0.1472502,0.66339403,0.04043281,0.016032876,0.046467487,0.16481395,0.7322529,0.0933522320963784,0.1229140909353805,0.1876049413328614,0.2593694999770001,0.3367592356583794,0.3982881508184204,0.1504279622953949,0.1504279622953949,0.1504279622953949,0.1504279622953949
061f6b476,4.0,0.040705204,0.2323632,0.25014958,0.21357204,0.26320997,0.013181944,0.13470215,0.5259754,0.31228808,0.0138524715,0.096478865,0.24288362,0.23475087,0.31758013,0.10830651,0.1385971963047237,0.2053349457813153,0.2266377623672117,0.1824431470810915,0.2469869484656577,0.4399998858150243,0.1400000285462439,0.1400000285462439,0.1400000285462439,0.1400000285462439
0627105f6,2.0,0.027835872,0.3113682,0.3045393,0.20137239,0.15488426,0.015677199,0.40634528,0.37533635,0.16564782,0.036993366,0.23574309,0.07745092,0.2828545,0.30006966,0.10388185,0.1011813709430616,0.2984066822641817,0.2601458060998721,0.2175079904031465,0.122758150289738,0.4205636633012283,0.1448590841746929,0.1448590841746929,0.1448590841746929,0.1448590841746929
06296e4e2,4.0,0.027505465,0.34385106,0.33422628,0.20035657,0.09406061,0.029710127,0.5703273,0.24835002,0.10570126,0.04591129,0.17774053,0.40697342,0.22910725,0.13444018,0.051738594,0.1683062343798371,0.2505084231823579,0.1950395401144844,0.1801773222211761,0.2059684801021444,0.4696261995232293,0.1325934501191926,0.1325934501191926,0.1325934501191926,0.1325934501191926
062e2772c,3.0,0.025645647,0.28748304,0.25565478,0.24094917,0.19026728,0.016547661,0.43441108,0.31433368,0.22414346,0.01056417,0.06066724,0.038845915,0.17184663,0.44609007,0.2825501,0.1498503931595372,0.1477248231257627,0.2629251890038417,0.2314561179863498,0.2080434767245085,0.4160444151524733,0.1459888962118816,0.1459888962118816,0.1459888962118816,0.1459888962118816
063495ecd,3.0,0.02801834,0.18233776,0.21821906,0.20967986,0.36174488,0.0094913365,0.096091084,0.44260055,0.37365213,0.078164876,0.08534721,0.052171703,0.12080045,0.4755639,0.2661167,0.1043284083076772,0.1270861326552165,0.1433902949804534,0.175634282246105,0.4495608818105477,0.4385529032220095,0.1403617741944976,0.1403617741944976,0.1403617741944976,0.1403617741944976
063521459,2.0,0.011989552,0.09023723,0.38485637,0.4882972,0.02461968,0.006401848,0.031184053,0.4215463,0.53122836,0.00963946,0.09770971,0.043745186,0.24568343,0.32672662,0.28613505,0.0932390956525477,0.1379192858615013,0.3338564706255528,0.3553711736739148,0.0796139741864833,0.4181977989847936,0.1454505502538016,0.1454505502538016,0.1454505502538016,0.1454505502538016
0636650db,1.0,0.026158005,0.2940699,0.33949128,0.24497518,0.09530568,0.014334308,0.47431704,0.31239942,0.187746,0.011203181,0.3604468,0.13915133,0.20472561,0.28513688,0.0105393715,0.150017911062711,0.3205875464054151,0.2030744336579572,0.1817660915360699,0.1445540173378466,0.4548566971199689,0.1362858257200077,0.1362858257200077,0.1362858257200077,0.1362858257200077
0637293ec,1.0,0.026664855,0.26780882,0.2818748,0.24217972,0.18147178,0.039066516,0.44607577,0.2514789,0.14076917,0.1226097,0.19977759,0.25522846,0.22901818,0.22315837,0.09281736,0.1243747075997276,0.2454866680737144,0.220553615525845,0.2340333619884823,0.1755516468122306,0.4307968379218254,0.1423007905195436,0.1423007905195436,0.1423007905195436,0.1423007905195436
063e2d021,2.0,0.020174896,0.29567295,0.3697754,0.21724415,0.097132675,0.016100304,0.41824317,0.35121536,0.1710453,0.04339579,0.21502376,0.1644288,0.23812002,0.12573966,0.25668773,0.1246626152375085,0.3708635847679944,0.2351141470758005,0.1601574168672588,0.1092022360514377,0.4442976235855872,0.1389255941036032,0.1389255941036032,0.1389255941036032,0.1389255941036032
